phone_threshold, name_threshold, address_threshold, training_data_precision, training_data_recall, test_data_precision, test_data_recall
0.0, 0.0, 0.8, 0.200, 0.061, 0.338, 0.911
0.0, 0.1, 0.1, 0.273, 0.091, 0.922, 0.946
0.0, 0.3, 0.0, 0.250, 0.091, 0.502, 0.982
0.0, 0.0, 0.8, 0.100, 0.030, 0.338, 0.911
0.0, 0.3, 0.0, 0.333, 0.121, 0.502, 0.982
0.0, 0.3, 0.0, 0.250, 0.091, 0.502, 0.982
0.0, 0.3, 0.0, 0.333, 0.121, 0.502, 0.982
0.0, 0.0, 0.8, 0.200, 0.061, 0.338, 0.911
0.0, 0.1, 0.1, 0.182, 0.061, 0.922, 0.946
0.0, 0.0, 0.8, 0.400, 0.121, 0.338, 0.911
0.0, 0.0, 0.8, 0.200, 0.061, 0.338, 0.911
0.0, 0.1, 0.1, 0.455, 0.152, 0.922, 0.946
0.0, 0.0, 0.8, 0.300, 0.091, 0.338, 0.911
0.0, 0.0, 0.8, 0.200, 0.061, 0.338, 0.911
0.0, 0.1, 0.1, 0.182, 0.061, 0.922, 0.946
0.0, 0.3, 0.0, 0.250, 0.091, 0.502, 0.982
0.0, 0.1, 0.1, 0.364, 0.121, 0.922, 0.946
0.0, 0.1, 0.1, 0.455, 0.152, 0.922, 0.946
0.0, 0.0, 0.8, 0.300, 0.091, 0.338, 0.911
0.0, 0.1, 0.1, 0.455, 0.152, 0.922, 0.946
0.0, 0.0, 0.8, 0.200, 0.061, 0.338, 0.911
0.0, 0.0, 0.8, 0.300, 0.091, 0.338, 0.911
0.0, 0.0, 0.8, 0.300, 0.091, 0.338, 0.911
0.0, 0.1, 0.1, 0.455, 0.152, 0.922, 0.946
0.0, 0.0, 0.8, 0.300, 0.091, 0.338, 0.911
0.0, 0.0, 0.8, 0.500, 0.152, 0.338, 0.911
0.0, 0.0, 0.8, 0.500, 0.152, 0.338, 0.911
0.0, 0.3, 0.0, 0.417, 0.152, 0.502, 0.982
0.0, 0.0, 0.8, 0.700, 0.212, 0.338, 0.911
0.0, 0.3, 0.0, 0.167, 0.061, 0.502, 0.982
0.0, 0.3, 0.0, 0.417, 0.152, 0.502, 0.982
0.0, 0.0, 0.8, 0.300, 0.091, 0.338, 0.911
0.0, 0.3, 0.0, 0.417, 0.152, 0.502, 0.982
0.0, 0.0, 0.8, 0.300, 0.091, 0.338, 0.911
0.0, 0.3, 0.0, 0.333, 0.121, 0.502, 0.982
0.0, 0.3, 0.0, 0.250, 0.091, 0.502, 0.982
0.0, 0.3, 0.0, 0.417, 0.152, 0.502, 0.982
0.0, 0.3, 0.0, 0.417, 0.152, 0.502, 0.982
