phone_threshold, name_threshold, address_threshold, training_data_precision, training_data_recall, test_data_precision, test_data_recall
1.0, 0.2, 0.0, 0.846, 1.000, 0.947, 0.955
0.1, 0.2, 0.0, 0.827, 0.977, 0.947, 0.955
1.0, 0.4, 0.0, 0.913, 0.955, 0.946, 0.938
0.2, 0.3, 0.0, 0.772, 1.000, 0.946, 0.946
1.0, 0.1, 0.0, 0.880, 1.000, 0.947, 0.964
1.0, 0.3, 0.0, 0.894, 0.955, 0.946, 0.946
0.0, 0.2, 0.9, 0.837, 0.932, 0.944, 0.902
0.1, 0.1, 0.0, 0.843, 0.977, 0.947, 0.964
1.0, 0.1, 0.0, 0.843, 0.977, 0.947, 0.964
0.1, 0.1, 0.5, 0.860, 0.977, 0.943, 0.884
1.0, 0.1, 0.9, 0.935, 0.977, 0.942, 0.875
0.0, 0.2, 0.1, 0.811, 0.977, 0.938, 0.938
1.0, 0.2, 0.0, 0.796, 0.977, 0.947, 0.955
1.0, 0.2, 0.0, 0.878, 0.977, 0.947, 0.955
0.2, 0.2, 0.0, 0.860, 0.977, 0.947, 0.955
1.0, 0.0, 0.0, 0.782, 0.977, 0.885, 0.964
0.0, 0.7, 0.1, 0.830, 0.886, 0.950, 0.848
0.0, 0.4, 0.2, 0.750, 0.955, 0.935, 0.902
0.2, 0.1, 0.0, 0.815, 1.000, 0.947, 0.964
1.0, 0.1, 0.0, 0.880, 1.000, 0.947, 0.964
0.0, 0.2, 0.1, 0.915, 0.977, 0.938, 0.938
0.0, 0.3, 0.4, 0.896, 0.977, 0.944, 0.902
0.0, 0.2, 0.1, 0.830, 1.000, 0.938, 0.938
1.0, 0.4, 0.0, 0.863, 1.000, 0.946, 0.938
1.0, 0.2, 0.0, 0.843, 0.977, 0.947, 0.955
0.0, 0.2, 0.3, 0.860, 0.977, 0.936, 0.920
1.0, 0.2, 0.0, 0.843, 0.977, 0.947, 0.955
1.0, 0.2, 0.0, 0.830, 1.000, 0.947, 0.955
1.0, 0.2, 0.0, 0.800, 1.000, 0.947, 0.955
0.1, 0.2, 0.0, 0.815, 1.000, 0.947, 0.955
0.0, 0.3, 0.1, 0.863, 1.000, 0.937, 0.929
1.0, 0.2, 0.0, 0.786, 1.000, 0.947, 0.955
1.0, 0.3, 0.0, 0.827, 0.977, 0.946, 0.946
1.0, 0.2, 0.0, 0.860, 0.977, 0.947, 0.955
0.3, 0.2, 0.0, 0.754, 0.977, 0.947, 0.955
1.0, 0.2, 0.0, 0.811, 0.977, 0.947, 0.955
0.1, 0.2, 0.0, 0.898, 1.000, 0.947, 0.955
1.0, 0.2, 0.0, 0.843, 0.977, 0.947, 0.955
1.0, 0.2, 0.0, 0.843, 0.977, 0.947, 0.955
0.0, 0.2, 0.3, 0.768, 0.977, 0.936, 0.920
1.0, 0.1, 0.0, 0.880, 1.000, 0.947, 0.964
1.0, 0.4, 0.0, 0.917, 1.000, 0.946, 0.938
1.0, 0.3, 0.0, 0.796, 0.977, 0.946, 0.946
0.1, 0.2, 0.0, 0.768, 0.977, 0.947, 0.955
0.0, 0.2, 0.5, 0.860, 0.977, 0.944, 0.911
1.0, 0.1, 0.0, 0.894, 0.955, 0.947, 0.964
0.0, 0.2, 0.4, 0.830, 1.000, 0.944, 0.911
0.0, 0.3, 0.1, 0.827, 0.977, 0.937, 0.929
0.1, 0.2, 0.0, 0.782, 0.977, 0.947, 0.955
0.0, 0.1, 0.5, 0.880, 1.000, 0.928, 0.920
1.0, 0.2, 0.0, 0.875, 0.955, 0.947, 0.955
0.2, 0.1, 0.0, 0.737, 0.955, 0.947, 0.964
0.1, 0.3, 0.0, 0.863, 1.000, 0.946, 0.946
1.0, 0.2, 0.0, 0.764, 0.955, 0.947, 0.955
0.0, 0.4, 0.5, 0.824, 0.955, 0.943, 0.893
1.0, 0.3, 0.0, 0.957, 1.000, 0.946, 0.946
1.0, 0.3, 0.0, 0.843, 0.977, 0.946, 0.946
0.2, 0.1, 0.0, 0.811, 0.977, 0.947, 0.964
0.0, 0.3, 0.9, 0.764, 0.955, 0.943, 0.893
0.1, 0.6, 0.0, 0.854, 0.932, 0.952, 0.884
1.0, 0.9, 0.0, 0.930, 0.909, 0.989, 0.830
1.0, 0.2, 0.0, 0.768, 0.977, 0.947, 0.955
0.0, 0.9, 0.1, 0.889, 0.909, 0.989, 0.812
1.0, 0.2, 0.0, 0.935, 0.977, 0.947, 0.955
0.1, 0.2, 0.0, 0.778, 0.955, 0.947, 0.955
0.0, 0.2, 0.1, 0.843, 0.977, 0.938, 0.938
1.0, 0.3, 0.4, 0.857, 0.955, 0.942, 0.866
0.1, 0.1, 0.0, 0.754, 0.977, 0.947, 0.964
0.0, 0.3, 0.1, 0.843, 0.977, 0.937, 0.929
0.1, 0.8, 0.0, 0.870, 0.909, 0.990, 0.857
0.0, 0.4, 0.1, 0.782, 0.977, 0.936, 0.920
0.1, 0.1, 0.0, 0.811, 0.977, 0.947, 0.964
1.0, 0.2, 0.0, 0.786, 1.000, 0.947, 0.955
1.0, 0.2, 0.0, 0.878, 0.977, 0.947, 0.955
1.0, 0.2, 0.0, 0.782, 0.977, 0.947, 0.955
1.0, 0.2, 0.0, 0.827, 0.977, 0.947, 0.955
1.0, 0.2, 0.0, 0.830, 1.000, 0.947, 0.955
1.0, 0.3, 0.0, 0.768, 0.977, 0.946, 0.946
1.0, 0.1, 0.0, 0.857, 0.955, 0.947, 0.964
0.0, 0.2, 0.1, 0.808, 0.955, 0.938, 0.938
0.2, 0.1, 0.0, 0.786, 1.000, 0.947, 0.964
1.0, 0.2, 0.0, 0.878, 0.977, 0.947, 0.955
0.2, 0.1, 0.0, 0.811, 0.977, 0.947, 0.964
0.1, 0.2, 0.0, 0.846, 1.000, 0.947, 0.955
1.0, 0.2, 0.0, 0.796, 0.977, 0.947, 0.955
0.0, 0.2, 0.1, 0.898, 1.000, 0.938, 0.938
0.2, 0.1, 0.0, 0.786, 1.000, 0.947, 0.964
1.0, 0.2, 0.0, 0.782, 0.977, 0.947, 0.955
0.2, 0.2, 0.0, 0.860, 0.977, 0.947, 0.955
0.2, 0.1, 0.0, 0.786, 1.000, 0.947, 0.964
0.0, 0.1, 0.9, 0.878, 0.977, 0.927, 0.911
1.0, 0.2, 0.0, 0.913, 0.955, 0.947, 0.955
1.0, 0.0, 0.0, 0.796, 0.977, 0.885, 0.964
1.0, 0.3, 0.0, 0.796, 0.977, 0.946, 0.946
1.0, 0.1, 0.0, 0.811, 0.977, 0.947, 0.964
