phone_threshold,name_threshold,address_threshold,training_data_precision,training_data_recall,test_data_precision,test_data_recall
1.0, 0.2, 0.0, 0.808, 0.940, 0.947, 0.955
1.0, 0.1, 0.0, 0.793, 0.970, 0.947, 0.964
1.0, 0.1, 0.0, 0.793, 0.970, 0.947, 0.964
0.1, 0.1, 0.0, 0.750, 0.985, 0.947, 0.964
1.0, 0.3, 0.0, 0.844, 0.970, 0.946, 0.946
0.0, 0.1, 0.9, 0.855, 0.970, 0.927, 0.911
0.1, 0.1, 0.0, 0.857, 0.985, 0.947, 0.964
0.0, 0.1, 0.1, 0.753, 0.955, 0.922, 0.946
1.0, 0.1, 0.0, 0.823, 0.970, 0.947, 0.964
1.0, 0.1, 0.0, 0.780, 0.955, 0.947, 0.964
0.1, 0.1, 0.0, 0.817, 1.000, 0.947, 0.964
1.0, 0.1, 0.1, 0.756, 0.970, 0.944, 0.911
0.0, 0.2, 0.1, 0.833, 0.970, 0.938, 0.938
0.1, 0.2, 0.0, 0.810, 0.955, 0.947, 0.955
1.0, 0.2, 0.0, 0.776, 0.985, 0.947, 0.955
0.0, 0.2, 0.8, 0.842, 0.955, 0.944, 0.902
1.0, 0.1, 0.0, 0.793, 0.970, 0.947, 0.964
0.1, 0.2, 0.0, 0.810, 0.955, 0.947, 0.955
1.0, 0.4, 0.0, 0.835, 0.985, 0.946, 0.938
0.1, 0.3, 0.0, 0.857, 0.985, 0.946, 0.946
1.0, 0.1, 0.0, 0.780, 0.955, 0.947, 0.964
1.0, 0.1, 0.0, 0.833, 0.970, 0.947, 0.964
1.0, 0.1, 0.0, 0.823, 0.970, 0.947, 0.964
0.1, 0.2, 0.0, 0.823, 0.970, 0.947, 0.955
1.0, 0.1, 0.0, 0.833, 0.970, 0.947, 0.964
1.0, 0.1, 0.0, 0.774, 0.970, 0.947, 0.964
1.0, 0.2, 0.0, 0.823, 0.970, 0.947, 0.955
0.1, 0.4, 0.0, 0.825, 0.985, 0.946, 0.938
0.2, 0.1, 0.0, 0.838, 1.000, 0.947, 0.964
0.1, 0.1, 0.0, 0.867, 0.970, 0.947, 0.964
0.1, 0.1, 0.0, 0.868, 0.985, 0.947, 0.964
0.2, 0.4, 0.0, 0.838, 1.000, 0.946, 0.938
1.0, 0.1, 0.0, 0.877, 0.955, 0.947, 0.964
0.1, 0.1, 0.0, 0.776, 0.985, 0.947, 0.964
1.0, 0.0, 0.0, 0.800, 0.955, 0.885, 0.964
1.0, 0.1, 0.0, 0.812, 0.970, 0.947, 0.964
0.1, 0.1, 0.0, 0.880, 0.985, 0.947, 0.964
1.0, 0.2, 0.0, 0.833, 0.970, 0.947, 0.955
0.3, 0.1, 0.0, 0.802, 0.970, 0.947, 0.964
0.1, 0.2, 0.0, 0.825, 0.985, 0.947, 0.955
1.0, 0.0, 0.1, 0.890, 0.970, 0.879, 0.911
1.0, 0.1, 0.0, 0.770, 1.000, 0.947, 0.964
1.0, 0.3, 0.0, 0.833, 0.970, 0.946, 0.946
1.0, 0.1, 0.0, 0.733, 0.940, 0.947, 0.964
0.1, 0.1, 0.0, 0.800, 0.955, 0.947, 0.964
0.1, 0.1, 0.0, 0.786, 0.985, 0.947, 0.964
0.0, 0.2, 0.1, 0.914, 0.955, 0.938, 0.938
0.0, 0.2, 0.4, 0.802, 0.970, 0.944, 0.911
1.0, 0.1, 0.0, 0.797, 0.940, 0.947, 0.964
0.1, 0.1, 0.0, 0.859, 1.000, 0.947, 0.964
0.1, 0.2, 0.0, 0.825, 0.985, 0.947, 0.955
1.0, 0.1, 0.0, 0.783, 0.970, 0.947, 0.964
1.0, 0.1, 0.0, 0.835, 0.985, 0.947, 0.964
1.0, 0.2, 0.0, 0.800, 0.955, 0.947, 0.955
0.1, 0.2, 0.0, 0.805, 0.985, 0.947, 0.955
0.2, 0.1, 0.0, 0.823, 0.970, 0.947, 0.964
0.0, 0.3, 0.1, 0.815, 0.985, 0.937, 0.929
0.2, 0.1, 0.0, 0.793, 0.970, 0.947, 0.964
0.1, 0.1, 0.0, 0.778, 0.940, 0.947, 0.964
0.1, 0.1, 0.0, 0.793, 0.970, 0.947, 0.964
1.0, 0.1, 0.0, 0.765, 0.970, 0.947, 0.964
0.1, 0.2, 0.0, 0.805, 0.985, 0.947, 0.955
1.0, 0.1, 0.0, 0.771, 0.955, 0.947, 0.964
1.0, 0.1, 0.0, 0.825, 0.985, 0.947, 0.964
1.0, 0.1, 0.0, 0.756, 0.970, 0.947, 0.964
0.1, 0.3, 0.0, 0.878, 0.970, 0.946, 0.946
0.1, 0.1, 0.0, 0.770, 1.000, 0.947, 0.964
0.0, 0.9, 0.1, 0.816, 0.925, 0.989, 0.812
1.0, 0.3, 0.0, 0.829, 0.940, 0.946, 0.946
1.0, 0.1, 0.0, 0.829, 0.940, 0.947, 0.964
1.0, 0.2, 0.0, 0.805, 0.985, 0.947, 0.955
1.0, 0.4, 0.0, 0.853, 0.955, 0.946, 0.938
0.1, 0.1, 0.0, 0.795, 0.985, 0.947, 0.964
1.0, 0.2, 0.0, 0.877, 0.955, 0.947, 0.955
1.0, 0.1, 0.0, 0.812, 0.970, 0.947, 0.964
1.0, 0.2, 0.0, 0.857, 0.985, 0.947, 0.955
0.2, 0.2, 0.0, 0.878, 0.970, 0.947, 0.955
1.0, 0.4, 0.0, 0.793, 0.970, 0.946, 0.938
1.0, 0.1, 0.0, 0.805, 0.985, 0.947, 0.964
0.2, 0.1, 0.0, 0.817, 1.000, 0.947, 0.964
0.1, 0.1, 0.0, 0.823, 0.970, 0.947, 0.964
1.0, 0.0, 0.0, 0.810, 0.955, 0.885, 0.964
1.0, 0.1, 0.0, 0.835, 0.985, 0.947, 0.964
1.0, 0.3, 0.0, 0.753, 0.955, 0.946, 0.946
0.0, 0.4, 0.1, 0.790, 0.955, 0.936, 0.920
0.0, 0.2, 0.1, 0.780, 0.955, 0.938, 0.938
1.0, 0.1, 0.0, 0.786, 0.985, 0.947, 0.964
1.0, 0.2, 0.0, 0.762, 0.955, 0.947, 0.955
0.0, 0.2, 0.3, 0.793, 0.970, 0.936, 0.920
0.0, 0.2, 0.1, 0.844, 0.970, 0.938, 0.938
0.1, 0.1, 0.0, 0.783, 0.970, 0.947, 0.964
1.0, 0.2, 0.0, 0.756, 0.970, 0.947, 0.955
1.0, 0.1, 0.0, 0.800, 0.955, 0.947, 0.964
0.1, 0.2, 0.0, 0.805, 0.985, 0.947, 0.955
1.0, 0.2, 0.0, 0.853, 0.955, 0.947, 0.955
1.0, 0.1, 0.0, 0.765, 0.970, 0.947, 0.964
0.0, 0.3, 0.1, 0.802, 0.970, 0.937, 0.929
1.0, 0.1, 0.0, 0.812, 0.970, 0.947, 0.964
1.0, 0.2, 0.0, 0.800, 0.955, 0.947, 0.955
1.0, 0.2, 0.0, 0.857, 0.985, 0.947, 0.955
1.0, 0.4, 0.0, 0.831, 0.955, 0.946, 0.938
0.1, 0.1, 0.0, 0.765, 0.970, 0.947, 0.964
1.0, 0.4, 0.0, 0.865, 0.955, 0.946, 0.938
1.0, 0.1, 0.0, 0.823, 0.970, 0.947, 0.964
0.1, 0.2, 0.0, 0.802, 0.970, 0.947, 0.955
0.0, 0.4, 0.1, 0.759, 0.940, 0.936, 0.920
1.0, 0.1, 0.0, 0.855, 0.970, 0.947, 0.964
1.0, 0.1, 0.0, 0.833, 0.970, 0.947, 0.964
0.0, 0.1, 0.1, 0.793, 0.970, 0.922, 0.946
0.0, 0.2, 0.9, 0.816, 0.925, 0.944, 0.902
1.0, 0.2, 0.0, 0.815, 0.985, 0.947, 0.955
1.0, 0.1, 0.0, 0.795, 0.985, 0.947, 0.964
0.0, 0.2, 0.1, 0.846, 0.985, 0.938, 0.938
1.0, 0.4, 0.0, 0.867, 0.970, 0.946, 0.938
0.0, 0.2, 0.4, 0.865, 0.955, 0.944, 0.911
0.0, 0.1, 0.5, 0.851, 0.940, 0.928, 0.920
1.0, 0.3, 0.0, 0.808, 0.940, 0.946, 0.946
1.0, 0.2, 0.0, 0.821, 0.955, 0.947, 0.955
0.1, 0.2, 0.0, 0.823, 0.970, 0.947, 0.955
0.1, 0.2, 0.0, 0.802, 0.970, 0.947, 0.955
1.0, 0.1, 0.0, 0.853, 0.955, 0.947, 0.964
1.0, 0.0, 0.0, 0.790, 0.955, 0.885, 0.964
0.3, 0.2, 0.0, 0.793, 0.970, 0.947, 0.955
0.0, 0.6, 0.2, 0.884, 0.910, 0.950, 0.848
0.0, 0.1, 0.7, 0.810, 0.955, 0.927, 0.911
1.0, 0.2, 0.0, 0.821, 0.955, 0.947, 0.955
1.0, 0.2, 0.0, 0.831, 0.955, 0.947, 0.955
0.3, 0.1, 0.0, 0.756, 0.970, 0.947, 0.964
0.0, 0.2, 0.1, 0.846, 0.985, 0.938, 0.938
1.0, 0.4, 0.0, 0.917, 0.985, 0.946, 0.938
1.0, 0.0, 0.0, 0.747, 0.970, 0.885, 0.964
0.3, 0.1, 0.0, 0.855, 0.970, 0.947, 0.964
1.0, 0.1, 0.0, 0.812, 0.970, 0.947, 0.964
0.0, 0.3, 0.9, 0.849, 0.925, 0.943, 0.893
0.1, 0.1, 0.0, 0.878, 0.970, 0.947, 0.964
1.0, 0.2, 0.0, 0.776, 0.985, 0.947, 0.955
1.0, 0.1, 0.0, 0.798, 1.000, 0.947, 0.964
1.0, 0.2, 0.0, 0.805, 0.985, 0.947, 0.955
1.0, 0.2, 0.0, 0.823, 0.970, 0.947, 0.955
1.0, 0.1, 0.0, 0.812, 0.970, 0.947, 0.964
0.1, 0.1, 0.0, 0.774, 0.970, 0.947, 0.964
0.1, 0.3, 0.0, 0.780, 0.955, 0.946, 0.946
0.0, 0.1, 0.1, 0.890, 0.970, 0.922, 0.946
0.1, 0.2, 0.0, 0.823, 0.970, 0.947, 0.955
0.3, 0.2, 0.0, 0.825, 0.985, 0.947, 0.955
1.0, 0.1, 0.0, 0.778, 0.940, 0.947, 0.964
1.0, 0.2, 0.0, 0.880, 0.985, 0.947, 0.955
0.0, 0.2, 0.4, 0.831, 0.955, 0.944, 0.911
1.0, 0.2, 0.0, 0.774, 0.970, 0.947, 0.955
0.0, 0.2, 0.5, 0.771, 0.955, 0.944, 0.911
0.1, 0.3, 0.0, 0.823, 0.970, 0.946, 0.946
1.0, 0.7, 0.0, 0.896, 0.896, 0.951, 0.866
0.0, 0.8, 0.1, 0.857, 0.896, 0.990, 0.848
1.0, 0.1, 0.0, 0.805, 0.985, 0.947, 0.964
0.3, 0.3, 0.0, 0.855, 0.970, 0.946, 0.946
1.0, 0.1, 0.0, 0.815, 0.985, 0.947, 0.964
0.1, 0.1, 0.0, 0.802, 0.970, 0.947, 0.964
0.1, 0.2, 0.0, 0.767, 0.985, 0.947, 0.955
0.0, 0.3, 0.9, 0.747, 0.925, 0.943, 0.893
0.3, 0.1, 0.0, 0.765, 0.970, 0.947, 0.964
1.0, 0.2, 0.0, 0.771, 0.955, 0.947, 0.955
1.0, 0.1, 0.0, 0.802, 0.970, 0.947, 0.964
1.0, 0.2, 0.0, 0.855, 0.970, 0.947, 0.955
0.3, 0.1, 0.0, 0.787, 0.940, 0.947, 0.964
1.0, 0.2, 0.0, 0.810, 0.955, 0.947, 0.955
1.0, 0.2, 0.0, 0.851, 0.940, 0.947, 0.955
1.0, 0.2, 0.0, 0.829, 0.940, 0.947, 0.955
1.0, 0.1, 0.0, 0.780, 0.955, 0.947, 0.964
0.1, 0.2, 0.0, 0.808, 0.940, 0.947, 0.955
0.1, 0.1, 0.0, 0.761, 1.000, 0.947, 0.964
0.0, 0.2, 0.1, 0.739, 0.970, 0.938, 0.938
1.0, 0.3, 0.0, 0.802, 0.970, 0.946, 0.946
0.1, 0.1, 0.0, 0.805, 0.985, 0.947, 0.964
0.3, 0.2, 0.0, 0.802, 0.970, 0.947, 0.955
0.1, 0.3, 0.0, 0.880, 0.985, 0.946, 0.946
0.0, 0.1, 0.3, 0.780, 0.955, 0.920, 0.929
1.0, 0.4, 0.0, 0.812, 0.970, 0.946, 0.938
0.0, 0.2, 0.4, 0.890, 0.970, 0.944, 0.911
1.0, 0.4, 0.0, 0.865, 0.955, 0.946, 0.938
1.0, 0.1, 0.0, 0.818, 0.940, 0.947, 0.964
0.1, 0.1, 0.0, 0.795, 0.985, 0.947, 0.964
1.0, 0.1, 0.0, 0.800, 0.955, 0.947, 0.964
1.0, 0.1, 0.0, 0.774, 0.970, 0.947, 0.964
0.0, 0.2, 0.1, 0.865, 0.955, 0.938, 0.938
1.0, 0.4, 0.0, 0.867, 0.970, 0.946, 0.938
0.0, 0.2, 0.5, 0.780, 0.955, 0.944, 0.911
0.0, 0.2, 0.1, 0.793, 0.970, 0.938, 0.938
0.1, 0.2, 0.0, 0.810, 0.955, 0.947, 0.955
0.0, 0.2, 0.3, 0.831, 0.955, 0.936, 0.920
1.0, 0.2, 0.0, 0.823, 0.970, 0.947, 0.955
1.0, 0.2, 0.0, 0.842, 0.955, 0.947, 0.955
1.0, 0.2, 0.0, 0.823, 0.970, 0.947, 0.955
0.0, 0.3, 0.4, 0.853, 0.955, 0.944, 0.902
0.0, 0.3, 0.1, 0.762, 0.955, 0.937, 0.929
1.0, 0.1, 0.0, 0.771, 0.955, 0.947, 0.964
1.0, 0.1, 0.0, 0.786, 0.985, 0.947, 0.964
1.0, 0.1, 0.0, 0.855, 0.970, 0.947, 0.964
1.0, 0.2, 0.0, 0.812, 0.970, 0.947, 0.955
1.0, 0.3, 0.0, 0.793, 0.970, 0.946, 0.946
0.1, 0.4, 0.0, 0.865, 0.955, 0.946, 0.938
0.1, 0.3, 0.0, 0.853, 0.955, 0.946, 0.946
0.1, 0.1, 0.0, 0.762, 0.955, 0.947, 0.964
1.0, 0.1, 0.0, 0.833, 0.970, 0.947, 0.964
0.0, 0.3, 0.4, 0.842, 0.955, 0.944, 0.902
1.0, 0.2, 0.0, 0.823, 0.970, 0.947, 0.955
0.1, 0.1, 0.1, 0.808, 0.940, 0.944, 0.911
1.0, 0.1, 0.0, 0.793, 0.970, 0.947, 0.964
1.0, 0.2, 0.0, 0.779, 1.000, 0.947, 0.955
0.2, 0.4, 0.0, 0.844, 0.970, 0.946, 0.938
0.1, 0.2, 0.0, 0.825, 0.985, 0.947, 0.955
1.0, 0.1, 0.0, 0.762, 0.955, 0.947, 0.964
0.2, 0.1, 0.0, 0.846, 0.985, 0.947, 0.964
1.0, 0.1, 0.0, 0.800, 0.955, 0.947, 0.964
0.1, 0.1, 0.0, 0.815, 0.985, 0.947, 0.964
1.0, 0.1, 0.0, 0.855, 0.970, 0.947, 0.964
1.0, 0.2, 0.0, 0.815, 0.985, 0.947, 0.955
0.1, 0.4, 0.0, 0.889, 0.955, 0.946, 0.938
1.0, 0.1, 0.0, 0.853, 0.955, 0.947, 0.964
0.0, 0.2, 0.3, 0.785, 0.925, 0.936, 0.920
0.0, 0.2, 0.4, 0.812, 0.970, 0.944, 0.911
1.0, 0.1, 0.0, 0.833, 0.970, 0.947, 0.964
0.0, 0.2, 0.4, 0.831, 0.955, 0.944, 0.911
1.0, 0.1, 0.0, 0.865, 0.955, 0.947, 0.964
1.0, 0.1, 0.0, 0.823, 0.970, 0.947, 0.964
1.0, 0.1, 0.0, 0.800, 0.955, 0.947, 0.964
0.0, 0.1, 0.1, 0.736, 0.955, 0.922, 0.946
1.0, 0.2, 0.0, 0.774, 0.970, 0.947, 0.955
0.1, 0.2, 0.0, 0.855, 0.970, 0.947, 0.955
1.0, 0.3, 0.0, 0.810, 0.955, 0.946, 0.946
1.0, 0.1, 0.0, 0.810, 0.955, 0.947, 0.964
0.1, 0.2, 0.0, 0.793, 0.970, 0.947, 0.955
0.0, 0.2, 0.1, 0.831, 0.955, 0.938, 0.938
1.0, 0.1, 0.0, 0.795, 0.985, 0.947, 0.964
1.0, 0.2, 0.0, 0.786, 0.985, 0.947, 0.955
1.0, 0.2, 0.0, 0.783, 0.970, 0.947, 0.955
0.0, 0.2, 0.1, 0.844, 0.970, 0.938, 0.938
1.0, 0.2, 0.0, 0.787, 0.940, 0.947, 0.955
1.0, 0.1, 0.0, 0.790, 0.955, 0.947, 0.964
0.1, 0.4, 0.0, 0.831, 0.955, 0.946, 0.938
0.0, 0.1, 0.1, 0.812, 0.970, 0.922, 0.946
1.0, 0.1, 0.0, 0.802, 0.970, 0.947, 0.964
0.0, 0.2, 0.1, 0.842, 0.955, 0.938, 0.938
0.1, 0.2, 0.0, 0.802, 0.970, 0.947, 0.955
1.0, 0.4, 0.0, 0.795, 0.925, 0.946, 0.938
1.0, 0.4, 0.0, 0.844, 0.970, 0.946, 0.938
1.0, 0.1, 0.0, 0.793, 0.970, 0.947, 0.964
0.1, 0.2, 0.0, 0.815, 0.985, 0.947, 0.955
0.1, 0.2, 0.0, 0.825, 0.985, 0.947, 0.955
0.1, 0.1, 0.0, 0.833, 0.970, 0.947, 0.964
1.0, 0.8, 0.0, 0.875, 0.940, 0.990, 0.857
1.0, 0.4, 0.0, 0.793, 0.970, 0.946, 0.938
1.0, 0.1, 0.0, 0.815, 0.985, 0.947, 0.964
1.0, 0.2, 0.0, 0.831, 0.955, 0.947, 0.955
1.0, 0.1, 0.0, 0.793, 0.970, 0.947, 0.964
0.0, 0.7, 0.1, 0.824, 0.910, 0.950, 0.848
1.0, 0.1, 0.0, 0.892, 0.985, 0.947, 0.964
1.0, 0.2, 0.0, 0.802, 0.970, 0.947, 0.955
1.0, 0.1, 0.0, 0.747, 0.970, 0.947, 0.964
1.0, 0.1, 0.0, 0.846, 0.985, 0.947, 0.964
1.0, 0.2, 0.0, 0.842, 0.955, 0.947, 0.955
1.0, 0.1, 0.0, 0.793, 0.970, 0.947, 0.964
1.0, 0.1, 0.0, 0.802, 0.970, 0.947, 0.964
1.0, 0.1, 0.0, 0.833, 0.970, 0.947, 0.964
1.0, 0.1, 0.0, 0.833, 0.970, 0.947, 0.964
1.0, 0.5, 0.0, 0.861, 0.925, 0.944, 0.902
0.1, 0.4, 0.0, 0.812, 0.970, 0.946, 0.938
1.0, 0.0, 0.0, 0.810, 0.955, 0.885, 0.964
0.1, 0.1, 0.0, 0.812, 0.970, 0.947, 0.964
1.0, 0.2, 0.0, 0.851, 0.940, 0.947, 0.955
0.1, 0.1, 0.0, 0.823, 0.970, 0.947, 0.964
1.0, 0.2, 0.0, 0.846, 0.985, 0.947, 0.955
